star 1	err	star 2	err	star 3	err	HJD	2-1	3-1	3-2	Epoch	error 3-2	error 2-1	error 3-1	phase	new pahse
-12.636	0.003	-9.541	0.018	-10.556	0.009	2459522.595	3.095	2.08	-1.015	59522.59511	0.0201246118	0.01824828759	0.009486832981	0.8940503408	0.01020999889
-12.583	0.003	-9.49	0.019	-10.474	0.01	2459522.595	3.093	2.109	-0.984	59522.59529	0.02147091055	0.01923538406	0.01044030651	0.894633496	0.01079349675
-12.595	0.003	-9.498	0.019	-10.5	0.009	2459522.595	3.097	2.095	-1.002	59522.59548	0.02102379604	0.01923538406	0.009486832981	0.8952169938	0.01137627736
-12.53	0.003	-9.393	0.021	-10.464	0.01	2459522.595	3.137	2.066	-1.071	59522.59567	0.0232594067	0.02121320344	0.01044030651	0.8957997744	0.01197527156
-12.664	0.003	-9.559	0.018	-10.58	0.009	2459522.596	3.105	2.084	-1.021	59522.59586	0.0201246118	0.01824828759	0.009486832981	0.8963987686	0.01256238616
-12.609	0.003	-9.518	0.018	-10.55	0.009	2459522.596	3.091	2.059	-1.032	59522.59605	0.0201246118	0.01824828759	0.009486832981	0.8969858832	0.01315240169
-12.58	0.003	-9.489	0.019	-10.516	0.009	2459522.596	3.091	2.064	-1.027	59522.59624	0.02102379604	0.01923538406	0.009486832981	0.8975758988	0.01373842443
-12.587	0.003	-9.483	0.019	-10.494	0.01	2459522.596	3.104	2.093	-1.011	59522.59642	0.02147091055	0.01923538406	0.01044030651	0.8981619215	0.01432338873
-12.542	0.003	-9.448	0.019	-10.479	0.01	2459522.596	3.094	2.063	-1.031	59522.59661	0.02147091055	0.01923538406	0.01044030651	0.8987468858	0.01490800892
-12.53	0.003	-9.427	0.02	-10.472	0.01	2459522.597	3.103	2.058	-1.045	59522.59681	0.02236067977	0.02022374842	0.01044030651	0.899331506	0.01552072233
-12.51	0.003	-9.44	0.02	-10.435	0.01	2459522.597	3.07	2.075	-0.995	59522.597	0.02236067977	0.02022374842	0.01044030651	0.8999442194	0.01610602928
-12.603	0.003	-9.51	0.019	-10.535	0.009	2459522.597	3.093	2.068	-1.025	59522.5972	0.02102379604	0.01923538406	0.009486832981	0.9005295264	0.0167266934
-12.617	0.003	-9.562	0.018	-10.547	0.009	2459522.597	3.055	2.07	-0.985	59522.59738	0.0201246118	0.01824828759	0.009486832981	0.9011501905	0.01730875676
-12.571	0.003	-9.519	0.018	-10.504	0.01	2459522.597	3.052	2.067	-0.985	59522.59757	0.02059126028	0.01824828759	0.01044030651	0.9017322538	0.01789262921
-12.602	0.003	-9.503	0.019	-10.529	0.009	2459522.598	3.099	2.073	-1.026	59522.59776	0.02102379604	0.01923538406	0.009486832981	0.9023161263	0.01847650022
-12.588	0.003	-9.526	0.019	-10.515	0.009	2459522.598	3.062	2.073	-0.989	59522.59794	0.02102379604	0.01923538406	0.009486832981	0.9028999973	0.01905856503
-12.561	0.003	-9.463	0.019	-10.484	0.01	2459522.598	3.098	2.077	-1.021	59522.59813	0.02147091055	0.01923538406	0.01044030651	0.9034820621	0.01964387053
-12.524	0.003	-9.405	0.02	-10.458	0.01	2459522.598	3.119	2.066	-1.053	59522.59832	0.02236067977	0.02022374842	0.01044030651	0.9040673676	0.02022883483
-12.541	0.003	-9.471	0.019	-10.487	0.01	2459522.598	3.07	2.054	-1.016	59522.59851	0.02147091055	0.01923538406	0.01044030651	0.9046523319	0.02081124084
-12.537	0.003	-9.469	0.019	-10.47	0.01	2459522.599	3.068	2.067	-1.001	59522.59869	0.02147091055	0.01923538406	0.01044030651	0.9052347379	0.0213950828
-12.53	0.003	-9.474	0.019	-10.486	0.01	2459522.599	3.056	2.044	-1.012	59522.59888	0.02147091055	0.01923538406	0.01044030651	0.9058185799	0.02197717665
-12.544	0.003	-9.457	0.019	-10.513	0.01	2459522.599	3.087	2.031	-1.056	59522.59907	0.02147091055	0.01923538406	0.01044030651	0.9064006737	0.02255886687
-12.508	0.003	-9.447	0.02	-10.448	0.01	2459522.599	3.061	2.06	-1.001	59522.59925	0.02236067977	0.02022374842	0.01044030651	0.9069823639	0.02313983839
-12.541	0.003	-9.469	0.019	-10.488	0.01	2459522.599	3.072	2.053	-1.019	59522.59944	0.02147091055	0.01923538406	0.01044030651	0.9075633355	0.0237219032
-12.55	0.003	-9.462	0.019	-10.517	0.009	2459522.599	3.088	2.033	-1.055	59522.59963	0.02102379604	0.01923538406	0.009486832981	0.9081454003	0.02430540106
-12.572	0.003	-9.512	0.019	-10.529	0.009	2459522.6	3.06	2.043	-1.017	59522.59981	0.02102379604	0.01923538406	0.009486832981	0.9087288981	0.02489251565
-12.55	0.003	-9.46	0.019	-10.5	0.01	2459522.6	3.09	2.05	-1.04	59522.6	0.02147091055	0.01923538406	0.01044030651	0.9093160127	0.02547348862
-12.523	0.003	-9.461	0.019	-10.49	0.01	2459522.6	3.062	2.033	-1.029	59522.60019	0.02147091055	0.01923538406	0.01044030651	0.9098969857	0.02605735962
-12.579	0.003	-9.511	0.018	-10.524	0.009	2459522.6	3.068	2.055	-1.013	59522.60039	0.0201246118	0.01824828759	0.009486832981	0.9104808567	0.0266762161
-12.593	0.003	-9.509	0.019	-10.537	0.009	2459522.6	3.084	2.056	-1.028	59522.60057	0.02102379604	0.01923538406	0.009486832981	0.9110997132	0.02725974445
-12.568	0.003	-9.505	0.019	-10.529	0.009	2459522.601	3.063	2.039	-1.024	59522.60076	0.02102379604	0.01923538406	0.009486832981	0.9116832415	0.0278436169
-12.587	0.003	-9.541	0.019	-10.548	0.009	2459522.601	3.046	2.039	-1.007	59522.60095	0.02102379604	0.01923538406	0.009486832981	0.912267114	0.02842493252
-12.499	0.003	-9.462	0.019	-10.45	0.01	2459522.601	3.037	2.049	-0.988	59522.60114	0.02147091055	0.01923538406	0.01044030651	0.9128484296	0.02900986488
-12.575	0.003	-9.517	0.019	-10.521	0.009	2459522.601	3.058	2.054	-1.004	59522.60132	0.02102379604	0.01923538406	0.009486832981	0.913433362	0.02959124293
-12.532	0.003	-9.477	0.019	-10.488	0.01	2459522.601	3.055	2.044	-1.011	59522.60151	0.02147091055	0.01923538406	0.01044030651	0.91401474	0.03017511538
-12.548	0.003	-9.512	0.019	-10.504	0.009	2459522.602	3.036	2.044	-0.992	59522.6017	0.02102379604	0.01923538406	0.009486832981	0.9145986125	0.03076328988
-12.555	0.003	-9.51	0.019	-10.514	0.009	2459522.602	3.045	2.041	-1.004	59522.60188	0.02102379604	0.01923538406	0.009486832981	0.915186787	0.03134681968
-12.549	0.003	-9.531	0.018	-10.509	0.009	2459522.602	3.018	2.04	-0.978	59522.60207	0.0201246118	0.01824828759	0.009486832981	0.9157703168	0.03193103479
-12.556	0.003	-9.488	0.019	-10.527	0.009	2459522.602	3.068	2.029	-1.039	59522.60226	0.02102379604	0.01923538406	0.009486832981	0.9163545319	0.03252644275
-12.53	0.003	-9.464	0.019	-10.502	0.01	2459522.602	3.066	2.028	-1.038	59522.60245	0.02147091055	0.01923538406	0.01044030651	0.9169499398	0.03311065785
-12.566	0.003	-9.515	0.018	-10.569	0.009	2459522.602	3.051	1.997	-1.054	59522.60264	0.0201246118	0.01824828759	0.009486832981	0.9175341549	0.03369163082
-12.558	0.003	-9.522	0.018	-10.538	0.009	2459522.603	3.036	2.02	-1.016	59522.60282	0.0201246118	0.01824828759	0.009486832981	0.9181151279	0.03427441143
-12.57	0.003	-9.529	0.018	-10.578	0.009	2459522.603	3.041	1.992	-1.049	59522.60301	0.0201246118	0.01824828759	0.009486832981	0.9186979085	0.03485650673
-12.601	0.003	-9.533	0.018	-10.595	0.009	2459522.603	3.068	2.006	-1.062	59522.6032	0.0201246118	0.01824828759	0.009486832981	0.9192800038	0.03543567061
-12.576	0.003	-9.52	0.019	-10.549	0.009	2459522.603	3.056	2.027	-1.029	59522.60338	0.02102379604	0.01923538406	0.009486832981	0.9198591677	0.03601882581
-12.543	0.003	-9.508	0.018	-10.527	0.009	2459522.603	3.035	2.016	-1.019	59522.60357	0.0201246118	0.01824828759	0.009486832981	0.9204423229	0.03660051458
-12.602	0.003	-9.555	0.018	-10.579	0.009	2459522.604	3.047	2.023	-1.024	59522.60376	0.0201246118	0.01824828759	0.009486832981	0.9210240117	0.03718834642
-12.573	0.003	-9.515	0.019	-10.537	0.009	2459522.604	3.058	2.036	-1.022	59522.60394	0.02102379604	0.01923538406	0.009486832981	0.9216118435	0.03776570265
-12.571	0.003	-9.537	0.018	-10.553	0.009	2459522.604	3.034	2.018	-1.016	59522.60413	0.0201246118	0.01824828759	0.009486832981	0.9221891997	0.03834994825
-12.586	0.003	-9.556	0.018	-10.565	0.009	2459522.604	3.03	2.021	-1.009	59522.60432	0.0201246118	0.01824828759	0.009486832981	0.9227734453	0.03893201161
-12.556	0.003	-9.518	0.019	-10.531	0.009	2459522.604	3.038	2.025	-1.013	59522.6045	0.02102379604	0.01923538406	0.009486832981	0.9233555087	0.03951332723
-12.554	0.003	-9.506	0.019	-10.547	0.009	2459522.605	3.048	2.007	-1.041	59522.60469	0.02102379604	0.01923538406	0.009486832981	0.9239368243	0.04009539204
-12.564	0.003	-9.535	0.019	-10.568	0.009	2459522.605	3.029	1.996	-1.033	59522.60488	0.02102379604	0.01923538406	0.009486832981	0.9245188891	0.04067676865
-12.583	0.003	-9.536	0.019	-10.554	0.009	2459522.605	3.047	2.029	-1.018	59522.60506	0.02102379604	0.01923538406	0.009486832981	0.9251002657	0.04125770967
-12.556	0.003	-9.512	0.019	-10.549	0.009	2459522.605	3.044	2.007	-1.037	59522.60525	0.02102379604	0.01923538406	0.009486832981	0.9256812067	0.04184086488
-12.571	0.003	-9.526	0.019	-10.568	0.009	2459522.605	3.045	2.003	-1.042	59522.60544	0.02102379604	0.01923538406	0.009486832981	0.926264362	0.04242221244
-12.571	0.003	-9.535	0.018	-10.579	0.009	2459522.605	3.036	1.992	-1.044	59522.60563	0.0201246118	0.01824828759	0.009486832981	0.9268457095	0.04303096501
-12.597	0.003	-9.602	0.018	-10.596	0.009	2459522.606	2.995	2.001	-0.994	59522.60582	0.0201246118	0.01824828759	0.009486832981	0.9274544621	0.04361159532
-12.574	0.003	-9.545	0.018	-10.582	0.009	2459522.606	3.029	1.992	-1.037	59522.60602	0.0201246118	0.01824828759	0.009486832981	0.9280350924	0.04422939045
-12.591	0.003	-9.556	0.018	-10.58	0.009	2459522.606	3.035	2.011	-1.024	59522.6062	0.0201246118	0.01824828759	0.009486832981	0.9286528875	0.04481179791
-12.587	0.003	-9.567	0.018	-10.587	0.009	2459522.606	3.02	2	-1.02	59522.60639	0.0201246118	0.01824828759	0.009486832981	0.929235295	0.04538986994
-12.534	0.003	-9.508	0.018	-10.544	0.009	2459522.606	3.026	1.99	-1.036	59522.60657	0.0201246118	0.01824828759	0.009486832981	0.929813367	0.04596978301
-12.587	0.003	-9.577	0.018	-10.599	0.009	2459522.607	3.01	1.988	-1.022	59522.60676	0.0201246118	0.01824828759	0.009486832981	0.9303932801	0.04654897737
-12.567	0.003	-9.577	0.018	-10.567	0.009	2459522.607	2.99	2	-0.99	59522.60695	0.0201246118	0.01824828759	0.009486832981	0.9309724744	0.04713175798
-12.573	0.003	-9.579	0.018	-10.582	0.009	2459522.607	2.994	1.991	-1.003	59522.60713	0.0201246118	0.01824828759	0.009486832981	0.9315552551	0.0477138228
-12.498	0.003	-9.54	0.019	-10.513	0.01	2459522.607	2.958	1.985	-0.973	59522.60732	0.02147091055	0.01923538406	0.01044030651	0.9321373199	0.04829261207
-12.516	0.003	-9.518	0.018	-10.514	0.009	2459522.607	2.998	2.002	-0.996	59522.60751	0.0201246118	0.01824828759	0.009486832981	0.9327161091	0.04887286779
-12.479	0.003	-9.473	0.019	-10.532	0.009	2459522.608	3.006	1.947	-1.059	59522.60769	0.02102379604	0.01923538406	0.009486832981	0.9332963649	0.04945134491
-12.504	0.003	-9.483	0.019	-10.521	0.009	2459522.608	3.021	1.983	-1.038	59522.60788	0.02102379604	0.01923538406	0.009486832981	0.933874842	0.05003303513
-12.51	0.003	-9.502	0.018	-10.509	0.009	2459522.608	3.008	2.001	-1.007	59522.60807	0.0201246118	0.01824828759	0.009486832981	0.9344565322	0.0506230492
-12.483	0.003	-9.483	0.019	-10.477	0.01	2459522.608	3	2.006	-0.994	59522.60825	0.02147091055	0.01923538406	0.01044030651	0.9350465463	0.05120582981
-12.501	0.003	-9.501	0.019	-10.509	0.01	2459522.608	3	1.992	-1.008	59522.60844	0.02147091055	0.01923538406	0.01044030651	0.9356293269	0.05178499369
-12.465	0.003	-9.486	0.019	-10.486	0.01	2459522.608	2.979	1.979	-1	59522.60863	0.02147091055	0.01923538406	0.01044030651	0.9362084908	0.05237500922
-12.472	0.003	-9.467	0.019	-10.5	0.01	2459522.609	3.005	1.972	-1.033	59522.60881	0.02147091055	0.01923538406	0.01044030651	0.9367985063	0.052955233
-12.478	0.003	-9.486	0.019	-10.476	0.01	2459522.609	2.992	2.002	-0.99	59522.609	0.02147091055	0.01923538406	0.01044030651	0.9373787301	0.05353661105
-12.472	0.003	-9.451	0.019	-10.491	0.01	2459522.609	3.021	1.981	-1.04	59522.6092	0.02147091055	0.01923538406	0.01044030651	0.9379601081	0.05415256659
-12.397	0.003	-9.451	0.02	-10.438	0.01	2459522.609	2.946	1.959	-0.987	59522.60939	0.02236067977	0.02022374842	0.01044030651	0.9385760637	0.05473319691
-12.433	0.003	-9.415	0.02	-10.463	0.01	2459522.609	3.018	1.97	-1.048	59522.60958	0.02236067977	0.02022374842	0.01044030651	0.939156694	0.05534123222
-12.461	0.003	-9.496	0.019	-10.501	0.009	2459522.61	2.965	1.96	-1.005	59522.60977	0.02102379604	0.01923538406	0.009486832981	0.9397647293	0.05592223713
-12.476	0.003	-9.471	0.019	-10.5	0.01	2459522.61	3.005	1.976	-1.029	59522.60995	0.02147091055	0.01923538406	0.01044030651	0.9403457342	0.05649959192
-12.456	0.003	-9.458	0.019	-10.498	0.01	2459522.61	2.998	1.958	-1.04	59522.61014	0.02147091055	0.01923538406	0.01044030651	0.940923089	0.05708308977
-12.437	0.003	-9.457	0.019	-10.472	0.01	2459522.61	2.98	1.965	-1.015	59522.61033	0.02147091055	0.01923538406	0.01044030651	0.9415065868	0.05767887233
-12.421	0.003	-9.441	0.02	-10.454	0.01	2459522.61	2.98	1.967	-1.013	59522.61053	0.02236067977	0.02022374842	0.01044030651	0.9421023694	0.05829701156
-12.439	0.003	-9.461	0.019	-10.475	0.01	2459522.611	2.978	1.964	-1.014	59522.61071	0.02147091055	0.01923538406	0.01044030651	0.9427205086	0.05887692318
-12.457	0.003	-9.45	0.02	-10.476	0.01	2459522.611	3.007	1.981	-1.026	59522.6109	0.02236067977	0.02022374842	0.01044030651	0.9433004203	0.05945786566
-12.456	0.003	-9.486	0.019	-10.49	0.01	2459522.611	2.97	1.966	-1.004	59522.61109	0.02147091055	0.01923538406	0.01044030651	0.9438813627	0.06003992902
-12.494	0.003	-9.512	0.018	-10.534	0.009	2459522.611	2.982	1.96	-1.022	59522.61127	0.0201246118	0.01824828759	0.009486832981	0.9444634261	0.06062164972
-12.518	0.003	-9.53	0.018	-10.524	0.009	2459522.611	2.988	1.994	-0.994	59522.61147	0.0201246118	0.01824828759	0.009486832981	0.9450451468	0.06123760527
-12.497	0.003	-9.493	0.019	-10.529	0.009	2459522.611	3.004	1.968	-1.036	59522.61166	0.02102379604	0.01923538406	0.009486832981	0.9456611023	0.06182546905
-12.428	0.003	-9.424	0.02	-10.484	0.01	2459522.612	3.004	1.944	-1.06	59522.61185	0.02236067977	0.02022374842	0.01044030651	0.9462489661	0.06240463292
-12.462	0.003	-9.514	0.019	-10.514	0.009	2459522.612	2.948	1.948	-1	59522.61203	0.02102379604	0.01923538406	0.009486832981	0.94682813	0.06298491913
-12.44	0.003	-9.482	0.019	-10.497	0.01	2459522.612	2.958	1.943	-1.015	59522.61222	0.02147091055	0.01923538406	0.01044030651	0.9474084162	0.0635673266
-12.408	0.003	-9.481	0.019	-10.461	0.01	2459522.612	2.927	1.947	-0.98	59522.61241	0.02147091055	0.01923538406	0.01044030651	0.9479908237	0.06415409854
-12.481	0.003	-9.534	0.018	-10.531	0.009	2459522.612	2.947	1.95	-0.997	59522.61259	0.0201246118	0.01824828759	0.009486832981	0.9485775956	0.06473251322
-12.518	0.003	-9.543	0.018	-10.583	0.009	2459522.613	2.975	1.935	-1.04	59522.61279	0.0201246118	0.01824828759	0.009486832981	0.9491560103	0.06534454132
-12.505	0.003	-9.562	0.018	-10.548	0.009	2459522.613	2.943	1.957	-0.986	59522.61299	0.0201246118	0.01824828759	0.009486832981	0.9497680384	0.06596916483
-12.379	0.003	-9.422	0.02	-10.409	0.01	2459522.613	2.957	1.97	-0.987	59522.61317	0.02236067977	0.02022374842	0.01044030651	0.9503926619	0.0665487033
-12.429	0.003	-9.455	0.02	-10.472	0.01	2459522.613	2.974	1.957	-1.017	59522.61336	0.02236067977	0.02022374842	0.01044030651	0.9509722004	0.06712858442
-12.386	0.003	-9.413	0.02	-10.462	0.01	2459522.613	2.973	1.924	-1.049	59522.61355	0.02236067977	0.02022374842	0.01044030651	0.9515520815	0.06770924523
-12.353	0.003	-9.435	0.02	-10.409	0.01	2459522.614	2.918	1.944	-0.974	59522.61373	0.02236067977	0.02022374842	0.01044030651	0.9521327423	0.06828912635
-12.437	0.003	-9.476	0.019	-10.528	0.009	2459522.614	2.961	1.909	-1.052	59522.61392	0.02102379604	0.01923538406	0.009486832981	0.9527126234	0.06888634341
-12.248	0.004	-9.315	0.021	-10.311	0.011	2459522.614	2.933	1.937	-0.996	59522.61411	0.02370653918	0.02137755833	0.01170469991	0.9533098405	0.06946912402
-12.32	0.003	-9.39	0.02	-10.396	0.01	2459522.614	2.93	1.924	-1.006	59522.6143	0.02236067977	0.02022374842	0.01044030651	0.9538926211	0.07005121932
-12.273	0.004	-9.349	0.021	-10.342	0.011	2459522.614	2.924	1.931	-0.993	59522.61449	0.02370653918	0.02137755833	0.01170469991	0.9544747164	0.07065704191
-12.369	0.003	-9.425	0.02	-10.44	0.01	2459522.614	2.944	1.929	-1.015	59522.61469	0.02236067977	0.02022374842	0.01044030651	0.955080539	0.07127595937
-12.162	0.004	-9.118	0.024	-10.197	0.011	2459522.615	3.044	1.965	-1.079	59522.61489	0.02640075756	0.02433105012	0.01170469991	0.9556994564	0.07189119912
-12.294	0.003	-9.404	0.02	-10.354	0.01	2459522.615	2.89	1.94	-0.95	59522.61508	0.02236067977	0.02022374842	0.01044030651	0.9563146962	0.07250176078
-12.313	0.003	-9.352	0.021	-10.416	0.01	2459522.615	2.961	1.897	-1.064	59522.61529	0.0232594067	0.02121320344	0.01044030651	0.9569252579	0.07313399235
-12.368	0.003	-9.411	0.021	-10.428	0.01	2459522.615	2.957	1.94	-1.017	59522.61547	0.0232594067	0.02121320344	0.01044030651	0.9575574894	0.07371350033
-12.325	0.003	-9.371	0.02	-10.392	0.01	2459522.615	2.954	1.933	-1.021	59522.61566	0.02236067977	0.02022374842	0.01044030651	0.9581369974	0.07429596878
-12.255	0.004	-9.359	0.021	-10.343	0.01	2459522.616	2.896	1.912	-0.984	59522.61585	0.0232594067	0.02137755833	0.01077032961	0.9587194659	0.07488557777
-12.332	0.003	-9.416	0.02	-10.405	0.01	2459522.616	2.916	1.927	-0.989	59522.61604	0.02236067977	0.02022374842	0.01044030651	0.9593090748	0.07548030042
-12.224	0.004	-9.287	0.022	-10.338	0.011	2459522.616	2.937	1.886	-1.051	59522.61623	0.02459674775	0.02236067977	0.01170469991	0.9599037975	0.0760605242
-12.453	0.003	-9.513	0.019	-10.535	0.009	2459522.616	2.94	1.918	-1.022	59522.61642	0.02102379604	0.01923538406	0.009486832981	0.9604840213	0.07666893556
-12.355	0.003	-9.453	0.02	-10.449	0.01	2459522.616	2.902	1.906	-0.996	59522.61661	0.02236067977	0.02022374842	0.01044030651	0.9610924326	0.07726509272
-12.416	0.003	-9.5	0.019	-10.512	0.009	2459522.617	2.916	1.904	-1.012	59522.6168	0.02102379604	0.01923538406	0.009486832981	0.9616885898	0.07784531649
-12.505	0.003	-9.589	0.018	-10.593	0.009	2459522.617	2.916	1.912	-1.004	59522.61698	0.0201246118	0.01824828759	0.009486832981	0.9622688136	0.07842628946
-12.496	0.003	-9.545	0.018	-10.603	0.009	2459522.617	2.951	1.893	-1.058	59522.61718	0.0201246118	0.01824828759	0.009486832981	0.9628497865	0.07903435672
-12.405	0.003	-9.505	0.019	-10.502	0.009	2459522.617	2.9	1.903	-0.997	59522.61737	0.02102379604	0.01923538406	0.009486832981	0.9634578538	0.07961495509
-12.393	0.003	-9.46	0.019	-10.494	0.01	2459522.617	2.933	1.899	-1.034	59522.61755	0.02147091055	0.01923538406	0.01044030651	0.9640384522	0.08019486671
-12.453	0.003	-9.532	0.018	-10.548	0.009	2459522.618	2.921	1.905	-1.016	59522.61774	0.0201246118	0.01824828759	0.009486832981	0.9646183638	0.08077474783
-12.428	0.003	-9.531	0.018	-10.543	0.009	2459522.618	2.897	1.885	-1.012	59522.61792	0.0201246118	0.01824828759	0.009486832981	0.9651982449	0.08135790304
-12.433	0.003	-9.538	0.018	-10.549	0.009	2459522.618	2.895	1.884	-1.011	59522.61811	0.0201246118	0.01824828759	0.009486832981	0.9657814001	0.08193853335
-12.455	0.003	-9.535	0.018	-10.537	0.009	2459522.618	2.92	1.918	-1.002	59522.6183	0.0201246118	0.01824828759	0.009486832981	0.9663620304	0.0825259906
-12.465	0.003	-9.562	0.018	-10.56	0.009	2459522.618	2.903	1.905	-0.998	59522.61849	0.0201246118	0.01824828759	0.009486832981	0.9669494877	0.08310661946
-12.441	0.003	-9.552	0.018	-10.53	0.009	2459522.618	2.889	1.911	-0.978	59522.61867	0.0201246118	0.01824828759	0.009486832981	0.9675301165	0.08368687518
-12.455	0.003	-9.536	0.018	-10.564	0.009	2459522.619	2.919	1.891	-1.028	59522.61886	0.0201246118	0.01824828759	0.009486832981	0.9681103723	0.08427289938
-12.443	0.003	-9.547	0.018	-10.567	0.009	2459522.619	2.896	1.876	-1.02	59522.61905	0.0201246118	0.01824828759	0.009486832981	0.9686963965	0.08485895407
-12.406	0.003	-9.523	0.018	-10.534	0.009	2459522.619	2.883	1.872	-1.011	59522.61923	0.0201246118	0.01824828759	0.009486832981	0.9692824511	0.08544098694
-12.386	0.003	-9.482	0.019	-10.524	0.009	2459522.619	2.904	1.862	-1.042	59522.61942	0.02102379604	0.01923538406	0.009486832981	0.969864484	0.08602052396
-12.415	0.003	-9.548	0.018	-10.535	0.009	2459522.619	2.867	1.88	-0.987	59522.61961	0.0201246118	0.01824828759	0.009486832981	0.970444021	0.08660367916
-12.393	0.003	-9.475	0.019	-10.533	0.009	2459522.62	2.918	1.86	-1.058	59522.61979	0.02102379604	0.01923538406	0.009486832981	0.9710271762	0.08718861152
-12.371	0.003	-9.492	0.019	-10.506	0.01	2459522.62	2.879	1.865	-1.014	59522.61998	0.02147091055	0.01923538406	0.01044030651	0.9716121086	0.0877761007
-12.379	0.003	-9.5	0.019	-10.487	0.01	2459522.62	2.879	1.892	-0.987	59522.62017	0.02147091055	0.01923538406	0.01044030651	0.9721995978	0.08836393255
-12.353	0.003	-9.474	0.019	-10.502	0.01	2459522.62	2.879	1.851	-1.028	59522.62037	0.02147091055	0.01923538406	0.01044030651	0.9727874296	0.0889763033
-12.309	0.003	-9.384	0.021	-10.436	0.01	2459522.62	2.925	1.873	-1.052	59522.62055	0.0232594067	0.02121320344	0.01044030651	0.9733998004	0.0895605184
-12.351	0.003	-9.451	0.019	-10.483	0.01	2459522.621	2.9	1.868	-1.032	59522.62074	0.02147091055	0.01923538406	0.01044030651	0.9739840155	0.09014439086
-12.33	0.003	-9.454	0.019	-10.46	0.01	2459522.621	2.876	1.87	-1.006	59522.62093	0.02147091055	0.01923538406	0.01044030651	0.9745678879	0.09072754606
-12.363	0.003	-9.497	0.019	-10.514	0.009	2459522.621	2.866	1.849	-1.017	59522.62112	0.02102379604	0.01923538406	0.009486832981	0.9751510431	0.09131247697
-12.297	0.003	-9.405	0.02	-10.453	0.01	2459522.621	2.892	1.844	-1.048	59522.6213	0.02236067977	0.02022374842	0.01044030651	0.975735974	0.09189706667
