star 1	err	star 2	err	star 3	err	HJD	2-1	3-1	3-2	Epoch	error 3-2	error 2-1	error 3-1	phase	new pahse
-12.633	0.003	-9.478	0.019	-10.449	0.01	2459522.723	3.155	2.184	-0.971	59522.72351	0.02147091055	0.01923538406	0.01044030651	0.2944220658	0.4105824407
-12.609	0.003	-9.46	0.02	-10.463	0.01	2459522.724	3.149	2.146	-1.003	59522.72371	0.02236067977	0.02022374842	0.01044030651	0.2950059383	0.4111919425
-12.586	0.003	-9.412	0.021	-10.41	0.01	2459522.724	3.174	2.176	-0.998	59522.7239	0.0232594067	0.02121320344	0.01044030651	0.29561544	0.4117729155
-12.635	0.003	-9.445	0.02	-10.463	0.01	2459522.724	3.19	2.172	-1.018	59522.72408	0.02236067977	0.02022374842	0.01044030651	0.296196413	0.4123549483
-12.589	0.003	-9.457	0.02	-10.433	0.01	2459522.724	3.132	2.156	-0.976	59522.72427	0.02236067977	0.02022374842	0.01044030651	0.2967784459	0.4129564994
-12.632	0.003	-9.458	0.02	-10.482	0.01	2459522.724	3.174	2.15	-1.024	59522.7245	0.02236067977	0.02022374842	0.01044030651	0.2973799969	0.4136648726
-12.575	0.003	-9.37	0.022	-10.424	0.01	2459522.725	3.205	2.151	-1.054	59522.72469	0.02416609195	0.02220360331	0.01044030651	0.2980883701	0.4142469359
-12.618	0.003	-9.437	0.02	-10.447	0.01	2459522.725	3.181	2.171	-1.01	59522.72487	0.02236067977	0.02022374842	0.01044030651	0.2986704335	0.4148279074
-12.602	0.003	-9.396	0.021	-10.433	0.01	2459522.725	3.206	2.169	-1.037	59522.72506	0.0232594067	0.02121320344	0.01044030651	0.299251405	0.4154095657
-12.582	0.003	-9.388	0.021	-10.401	0.01	2459522.725	3.194	2.181	-1.013	59522.72526	0.0232594067	0.02121320344	0.01044030651	0.2998330633	0.4160176344
-12.601	0.003	-9.449	0.02	-10.45	0.01	2459522.725	3.152	2.151	-1.001	59522.72544	0.02236067977	0.02022374842	0.01044030651	0.300441132	0.4165997602
-12.603	0.003	-9.422	0.02	-10.438	0.01	2459522.725	3.181	2.165	-1.016	59522.72563	0.02236067977	0.02022374842	0.01044030651	0.3010232578	0.4171831956
-12.725	0.003	-9.509	0.019	-10.541	0.009	2459522.726	3.216	2.184	-1.032	59522.72582	0.02102379604	0.01923538406	0.009486832981	0.3016066932	0.4177753934
-12.505	0.003	-9.359	0.021	-10.345	0.011	2459522.726	3.146	2.16	-0.986	59522.72601	0.02370653918	0.02121320344	0.01140175425	0.3021988909	0.4183730155
-12.577	0.003	-9.378	0.021	-10.388	0.01	2459522.726	3.199	2.189	-1.01	59522.7262	0.0232594067	0.02121320344	0.01044030651	0.3027965131	0.418957916
-12.606	0.003	-9.412	0.02	-10.445	0.01	2459522.726	3.194	2.161	-1.033	59522.72643	0.02236067977	0.02022374842	0.01044030651	0.3033814135	0.4196644496
-12.641	0.003	-9.445	0.02	-10.462	0.01	2459522.726	3.196	2.179	-1.017	59522.72664	0.02236067977	0.02022374842	0.01044030651	0.3040879471	0.4203201906
-12.603	0.003	-9.394	0.021	-10.432	0.01	2459522.727	3.209	2.171	-1.038	59522.72682	0.0232594067	0.02121320344	0.01044030651	0.3047436882	0.420906527
-12.661	0.003	-9.496	0.019	-10.483	0.01	2459522.727	3.165	2.178	-0.987	59522.72705	0.02147091055	0.01923538406	0.01044030651	0.3053300246	0.4216203246
-12.653	0.003	-9.475	0.019	-10.475	0.01	2459522.727	3.178	2.178	-1	59522.72724	0.02147091055	0.01923538406	0.01044030651	0.3060438221	0.4222038224
-12.567	0.003	-9.354	0.021	-10.388	0.01	2459522.727	3.213	2.179	-1.034	59522.72743	0.0232594067	0.02121320344	0.01044030651	0.30662732	0.4227862604
-12.623	0.003	-9.462	0.02	-10.45	0.01	2459522.727	3.161	2.173	-0.988	59522.72762	0.02236067977	0.02022374842	0.01044030651	0.3072097579	0.4233712247
-12.668	0.003	-9.459	0.02	-10.47	0.01	2459522.728	3.209	2.198	-1.011	59522.72782	0.02236067977	0.02022374842	0.01044030651	0.3077947222	0.4240012421
-12.615	0.003	-9.441	0.02	-10.456	0.01	2459522.728	3.174	2.159	-1.015	59522.728	0.02236067977	0.02022374842	0.01044030651	0.3084247396	0.4245818405
-12.476	0.003	-9.303	0.022	-10.293	0.011	2459522.728	3.173	2.183	-0.99	59522.72819	0.02459674775	0.02220360331	0.01140175425	0.309005338	0.4251635307
-12.638	0.003	-9.436	0.02	-10.465	0.01	2459522.728	3.202	2.173	-1.029	59522.72838	0.02236067977	0.02022374842	0.01044030651	0.3095870282	0.4257470285
-12.567	0.003	-9.371	0.021	-10.389	0.01	2459522.728	3.196	2.178	-1.018	59522.72856	0.0232594067	0.02121320344	0.01044030651	0.3101705261	0.4263319914
-12.528	0.003	-9.338	0.021	-10.358	0.01	2459522.729	3.19	2.17	-1.02	59522.72875	0.0232594067	0.02121320344	0.01044030651	0.3107554889	0.426919106
-12.637	0.003	-9.483	0.019	-10.475	0.01	2459522.729	3.154	2.162	-0.992	59522.72894	0.02147091055	0.01923538406	0.01044030651	0.3113426035	0.4275055033
-12.644	0.003	-9.478	0.02	-10.468	0.01	2459522.729	3.166	2.176	-0.99	59522.72913	0.02236067977	0.02022374842	0.01044030651	0.3119290009	0.4280872255
-12.642	0.003	-9.44	0.02	-10.47	0.01	2459522.729	3.202	2.172	-1.03	59522.72931	0.02236067977	0.02022374842	0.01044030651	0.312510723	0.4286700061
-12.657	0.003	-9.519	0.019	-10.459	0.01	2459522.729	3.138	2.198	-0.94	59522.7295	0.02147091055	0.01923538406	0.01044030651	0.3130935036	0.4292574633
-12.543	0.003	-9.364	0.021	-10.372	0.01	2459522.73	3.179	2.171	-1.008	59522.72969	0.0232594067	0.02121320344	0.01044030651	0.3136809609	0.429842053
-12.56	0.003	-9.372	0.021	-10.388	0.01	2459522.73	3.188	2.172	-1.016	59522.7299	0.0232594067	0.02121320344	0.01044030651	0.3142655506	0.4304854789
-12.591	0.003	-9.414	0.02	-10.421	0.01	2459522.73	3.177	2.17	-1.007	59522.73008	0.02236067977	0.02022374842	0.01044030651	0.3149089765	0.4310668555
-12.503	0.003	-9.304	0.022	-10.349	0.011	2459522.73	3.199	2.154	-1.045	59522.73028	0.02459674775	0.02220360331	0.01140175425	0.3154903531	0.431680941
-12.594	0.003	-9.414	0.02	-10.42	0.01	2459522.73	3.18	2.174	-1.006	59522.73047	0.02236067977	0.02022374842	0.01044030651	0.3161044385	0.4322601368
-12.502	0.003	-9.328	0.022	-10.302	0.011	2459522.73	3.174	2.2	-0.974	59522.73066	0.02459674775	0.02220360331	0.01140175425	0.3166836343	0.4328793969
-12.645	0.003	-9.455	0.02	-10.459	0.01	2459522.731	3.19	2.186	-1.004	59522.73085	0.02236067977	0.02022374842	0.01044030651	0.3173028945	0.4334639866
-12.398	0.003	-9.238	0.023	-10.224	0.011	2459522.731	3.16	2.174	-0.986	59522.73104	0.02549509757	0.02319482701	0.01140175425	0.3178874842	0.4340514758
-12.523	0.003	-9.3	0.022	-10.343	0.011	2459522.731	3.223	2.18	-1.043	59522.73123	0.02459674775	0.02220360331	0.01140175425	0.3184749733	0.4346371254
-12.606	0.003	-9.458	0.02	-10.43	0.01	2459522.731	3.148	2.176	-0.972	59522.73142	0.02236067977	0.02022374842	0.01044030651	0.3190606229	0.4352336572
-12.499	0.003	-9.283	0.022	-10.305	0.011	2459522.731	3.216	2.194	-1.022	59522.73161	0.02459674775	0.02220360331	0.01140175425	0.3196571547	0.4358189322
-12.628	0.003	-9.468	0.019	-10.462	0.01	2459522.732	3.16	2.166	-0.994	59522.73179	0.02147091055	0.01923538406	0.01044030651	0.3202424297	0.4364006209
-12.609	0.003	-9.432	0.019	-10.435	0.01	2459522.732	3.177	2.174	-1.003	59522.73198	0.02147091055	0.01923538406	0.01044030651	0.3208241185	0.4369816244
-12.615	0.003	-9.437	0.02	-10.431	0.01	2459522.732	3.178	2.184	-0.994	59522.73217	0.02236067977	0.02022374842	0.01044030651	0.3214051219	0.4375611629
-12.641	0.003	-9.454	0.02	-10.481	0.01	2459522.732	3.187	2.16	-1.027	59522.73235	0.02236067977	0.02022374842	0.01044030651	0.3219846604	0.4381489323
-12.618	0.003	-9.435	0.02	-10.46	0.01	2459522.732	3.183	2.158	-1.025	59522.73254	0.02236067977	0.02022374842	0.01044030651	0.3225724298	0.4387314646
-12.558	0.003	-9.36	0.021	-10.403	0.01	2459522.733	3.198	2.155	-1.043	59522.73273	0.0232594067	0.02121320344	0.01044030651	0.3231549621	0.4393166772
-12.572	0.003	-9.339	0.022	-10.375	0.01	2459522.733	3.233	2.197	-1.036	59522.73292	0.02416609195	0.02220360331	0.01044030651	0.3237401747	0.4399005801
-12.438	0.003	-9.279	0.022	-10.269	0.011	2459522.733	3.159	2.169	-0.99	59522.73311	0.02459674775	0.02220360331	0.01140175425	0.3243240777	0.4405122017
-12.583	0.003	-9.376	0.021	-10.403	0.01	2459522.733	3.207	2.18	-1.027	59522.7333	0.0232594067	0.02121320344	0.01044030651	0.3249356992	0.4411094507
-12.535	0.003	-9.323	0.022	-10.363	0.011	2459522.733	3.212	2.172	-1.04	59522.73349	0.02459674775	0.02220360331	0.01140175425	0.3255329482	0.4416926059
-12.332	0.003	-9.148	0.025	-10.155	0.012	2459522.733	3.184	2.177	-1.007	59522.73368	0.02773084925	0.02517935662	0.01236931688	0.3261161034	0.4422714271
-12.596	0.003	-9.414	0.02	-10.397	0.01	2459522.734	3.182	2.199	-0.983	59522.73386	0.02236067977	0.02022374842	0.01044030651	0.3266949246	0.4428567021
-12.557	0.003	-9.387	0.021	-10.385	0.01	2459522.734	3.17	2.172	-0.998	59522.73405	0.0232594067	0.02121320344	0.01044030651	0.3272801997	0.4434405746
-12.541	0.003	-9.348	0.021	-10.372	0.01	2459522.734	3.193	2.169	-1.024	59522.73428	0.0232594067	0.02121320344	0.01044030651	0.3278640721	0.4441536244
-12.596	0.003	-9.431	0.02	-10.401	0.01	2459522.734	3.165	2.195	-0.97	59522.73447	0.02236067977	0.02022374842	0.01044030651	0.3285771219	0.4447331934
-12.57	0.003	-8.916	0.03	-10.389	0.011	2459522.734	3.654	2.181	-1.473	59522.73465	0.03195309062	0.03014962686	0.01140175425	0.3291566909	0.4453191856
-12.525	0.003	-9.362	0.021	-10.365	0.01	2459522.735	3.163	2.16	-1.003	59522.73484	0.0232594067	0.02121320344	0.01044030651	0.3297426832	0.4459073921
-12.635	0.003	-9.39	0.021	-10.475	0.01	2459522.735	3.245	2.16	-1.085	59522.73503	0.0232594067	0.02121320344	0.01044030651	0.3303308896	0.4464872732
-12.59	0.003	-9.421	0.02	-10.452	0.01	2459522.735	3.169	2.138	-1.031	59522.73522	0.02236067977	0.02022374842	0.01044030651	0.3309107707	0.4470733279
-12.569	0.003	-9.395	0.021	-10.392	0.01	2459522.735	3.174	2.177	-0.997	59522.7354	0.0232594067	0.02121320344	0.01044030651	0.3314968254	0.4476539567
-12.589	0.003	-9.4	0.021	-10.406	0.01	2459522.735	3.189	2.183	-1.006	59522.73559	0.0232594067	0.02121320344	0.01044030651	0.3320774543	0.4482453748
-12.608	0.003	-9.448	0.02	-10.43	0.01	2459522.736	3.16	2.178	-0.982	59522.73578	0.02236067977	0.02022374842	0.01044030651	0.3326688724	0.4488281554
-12.466	0.003	-9.244	0.023	-10.264	0.011	2459522.736	3.222	2.202	-1.02	59522.73597	0.02549509757	0.02319482701	0.01140175425	0.333251653	0.4494149274
-12.645	0.003	-9.441	0.02	-10.444	0.01	2459522.736	3.204	2.201	-1.003	59522.73616	0.02236067977	0.02022374842	0.01044030651	0.3338384249	0.4500042242
-12.503	0.003	-9.31	0.022	-10.354	0.011	2459522.736	3.193	2.149	-1.044	59522.73636	0.02459674775	0.02220360331	0.01140175425	0.3344277217	0.4506483368
-12.604	0.003	-9.418	0.02	-10.457	0.01	2459522.736	3.186	2.147	-1.039	59522.73656	0.02236067977	0.02022374842	0.01044030651	0.3350718344	0.4512617675
-12.526	0.003	-9.344	0.021	-10.347	0.011	2459522.737	3.182	2.179	-1.003	59522.73675	0.02370653918	0.02121320344	0.01140175425	0.335685265	0.4518456704
-12.574	0.003	-9.404	0.02	-10.415	0.01	2459522.737	3.17	2.159	-1.011	59522.73693	0.02236067977	0.02022374842	0.01044030651	0.336269168	0.4524301977
-12.611	0.003	-9.431	0.02	-10.446	0.01	2459522.737	3.18	2.165	-1.015	59522.73716	0.02236067977	0.02022374842	0.01044030651	0.3368536952	0.453140441
-12.584	0.003	-9.36	0.021	-10.405	0.01	2459522.737	3.224	2.179	-1.045	59522.73739	0.0232594067	0.02121320344	0.01044030651	0.3375639385	0.4538495314
-12.603	0.003	-9.451	0.02	-10.423	0.01	2459522.737	3.152	2.18	-0.972	59522.73758	0.02236067977	0.02022374842	0.01044030651	0.3382730289	0.4544344318
-12.355	0.003	-9.15	0.025	-10.18	0.012	2459522.738	3.205	2.175	-1.03	59522.73777	0.02773084925	0.02517935662	0.01236931688	0.3388579294	0.4550240408
-12.305	0.003	-9.131	0.026	-10.126	0.012	2459522.738	3.174	2.179	-0.995	59522.73795	0.02863564213	0.02617250466	0.01236931688	0.3394475384	0.4556107823
-12.289	0.004	-9.143	0.025	-10.121	0.012	2459522.738	3.146	2.168	-0.978	59522.73814	0.02773084925	0.0253179778	0.01264911064	0.3400342798	0.4561964943
-12.591	0.003	-9.428	0.02	-10.414	0.01	2459522.738	3.163	2.177	-0.986	59522.73833	0.02236067977	0.02022374842	0.01044030651	0.3406199918	0.4567792749
-12.607	0.003	-9.462	0.02	-10.443	0.01	2459522.738	3.145	2.164	-0.981	59522.73852	0.02236067977	0.02022374842	0.01044030651	0.3412027724	0.4573635205
-12.208	0.004	-9	0.028	-10.078	0.013	2459522.739	3.208	2.13	-1.078	59522.7387	0.03087069808	0.02828427125	0.01360147051	0.341787018	0.4579455839
-12.467	0.003	-9.267	0.023	-10.294	0.011	2459522.739	3.2	2.173	-1.027	59522.73889	0.02549509757	0.02319482701	0.01140175425	0.3423690814	0.4585290832
-12.577	0.003	-9.43	0.019	-10.386	0.01	2459522.739	3.147	2.191	-0.956	59522.73908	0.02147091055	0.01923538406	0.01044030651	0.3429525807	0.4591096801
-12.63	0.003	-9.479	0.019	-10.475	0.01	2459522.739	3.151	2.155	-0.996	59522.73926	0.02147091055	0.01923538406	0.01044030651	0.3435331776	0.459691713
-12.621	0.003	-9.459	0.019	-10.446	0.01	2459522.739	3.162	2.175	-0.987	59522.73945	0.02147091055	0.01923538406	0.01044030651	0.3441152105	0.4602824443
-12.648	0.003	-9.456	0.02	-10.507	0.01	2459522.739	3.192	2.141	-1.051	59522.73964	0.02236067977	0.02022374842	0.01044030651	0.3447059418	0.4608667218
-12.492	0.003	-9.323	0.021	-10.339	0.011	2459522.74	3.169	2.153	-1.016	59522.73987	0.02370653918	0.02121320344	0.01140175425	0.3452902194	0.4615725077
-12.586	0.003	-9.456	0.02	-10.452	0.01	2459522.74	3.13	2.134	-0.996	59522.74009	0.02236067977	0.02022374842	0.01044030651	0.3459960052	0.4622798195
-12.374	0.003	-9.206	0.024	-10.216	0.012	2459522.74	3.168	2.158	-1.01	59522.74028	0.02683281573	0.02418677324	0.01236931688	0.3467033171	0.4628633189
-12.586	0.003	-9.412	0.021	-10.433	0.01	2459522.74	3.174	2.153	-1.021	59522.74047	0.0232594067	0.02121320344	0.01044030651	0.3472868164	0.4634475644
-12.569	0.003	-9.412	0.02	-10.414	0.01	2459522.74	3.157	2.155	-1.002	59522.74065	0.02236067977	0.02022374842	0.01044030651	0.347871062	0.4640296278
-12.597	0.003	-9.466	0.02	-10.444	0.01	2459522.741	3.131	2.153	-0.978	59522.74085	0.02236067977	0.02022374842	0.01044030651	0.3484531254	0.4646473924
-12.642	0.003	-9.447	0.02	-10.487	0.01	2459522.741	3.195	2.155	-1.04	59522.74104	0.02236067977	0.02022374842	0.01044030651	0.34907089	0.4652301731
-12.51	0.003	-9.323	0.022	-10.322	0.011	2459522.741	3.187	2.188	-0.999	59522.74123	0.02459674775	0.02220360331	0.01140175425	0.3496536706	0.4658104607
-12.555	0.003	-9.366	0.021	-10.388	0.01	2459522.741	3.189	2.167	-1.022	59522.74141	0.0232594067	0.02121320344	0.01044030651	0.3502339583	0.4663910271
-12.577	0.003	-9.413	0.02	-10.434	0.01	2459522.741	3.164	2.143	-1.021	59522.7416	0.02236067977	0.02022374842	0.01044030651	0.3508145247	0.4669727479
-12.545	0.003	-9.399	0.021	-10.416	0.01	2459522.742	3.146	2.129	-1.017	59522.74179	0.0232594067	0.02121320344	0.01044030651	0.3513962454	0.4675551553
-12.615	0.003	-9.438	0.02	-10.458	0.01	2459522.742	3.177	2.157	-1.02	59522.74197	0.02236067977	0.02022374842	0.01044030651	0.3519786529	0.4681430496
-12.657	0.003	-9.468	0.019	-10.491	0.009	2459522.742	3.189	2.166	-1.023	59522.74222	0.02102379604	0.01923538406	0.009486832981	0.3525665471	0.4688950428
-12.572	0.003	-9.438	0.02	-10.413	0.01	2459522.742	3.134	2.159	-0.975	59522.74244	0.02236067977	0.02022374842	0.01044030651	0.3533185404	0.4696048186
-12.624	0.003	-9.442	0.02	-10.455	0.01	2459522.742	3.182	2.169	-1.013	59522.74263	0.02236067977	0.02022374842	0.01044030651	0.3540283161	0.4701890961
-12.579	0.003	-9.421	0.02	-10.413	0.01	2459522.743	3.158	2.166	-0.992	59522.74283	0.02236067977	0.02022374842	0.01044030651	0.3546125937	0.4707971634
-12.582	0.003	-9.401	0.021	-10.435	0.01	2459522.743	3.181	2.147	-1.034	59522.74301	0.0232594067	0.02121320344	0.01044030651	0.3552206609	0.4713849647
-12.534	0.003	-9.387	0.021	-10.355	0.01	2459522.743	3.147	2.179	-0.968	59522.7432	0.0232594067	0.02121320344	0.01044030651	0.3558084623	0.4719684626
-12.663	0.003	-9.455	0.019	-10.493	0.01	2459522.743	3.208	2.17	-1.038	59522.74339	0.02147091055	0.01923538406	0.01044030651	0.3563919601	0.4725501514
-12.586	0.003	-9.398	0.021	-10.421	0.01	2459522.743	3.188	2.165	-1.023	59522.74357	0.0232594067	0.02121320344	0.01044030651	0.3569736489	0.4731318416
-12.467	0.003	-9.288	0.022	-10.325	0.011	2459522.744	3.179	2.142	-1.037	59522.74376	0.02459674775	0.02220360331	0.01140175425	0.3575553391	0.4737185816
-12.522	0.003	-9.305	0.022	-10.366	0.01	2459522.744	3.217	2.156	-1.061	59522.74395	0.02416609195	0.02220360331	0.01044030651	0.3581420791	0.474299585
-12.598	0.003	-9.446	0.02	-10.461	0.01	2459522.744	3.152	2.137	-1.015	59522.74414	0.02236067977	0.02022374842	0.01044030651	0.3587230826	0.4748881341
-12.581	0.003	-9.395	0.021	-10.43	0.01	2459522.744	3.186	2.151	-1.035	59522.74432	0.0232594067	0.02121320344	0.01044030651	0.3593116317	0.4754698563
-12.67	0.003	-9.482	0.019	-10.514	0.009	2459522.744	3.188	2.156	-1.032	59522.74451	0.02102379604	0.01923538406	0.009486832981	0.3598933538	0.4760576881
-12.536	0.003	-9.377	0.021	-10.404	0.01	2459522.745	3.159	2.132	-1.027	59522.7447	0.0232594067	0.02121320344	0.01044030651	0.3604811857	0.4766404687
-12.609	0.003	-9.457	0.019	-10.47	0.01	2459522.745	3.152	2.139	-1.013	59522.74489	0.02147091055	0.01923538406	0.01044030651	0.3610639663	0.47721929
-12.563	0.003	-9.397	0.021	-10.421	0.01	2459522.745	3.166	2.142	-1.024	59522.74507	0.0232594067	0.02121320344	0.01044030651	0.3616427875	0.4778020706
-12.545	0.003	-9.383	0.021	-10.426	0.01	2459522.745	3.162	2.119	-1.043	59522.74526	0.0232594067	0.02121320344	0.01044030651	0.3622255681	0.4783894973
-12.565	0.003	-9.355	0.021	-10.414	0.01	2459522.745	3.21	2.151	-1.059	59522.74545	0.0232594067	0.02121320344	0.01044030651	0.3628129949	0.4789766119
-12.543	0.003	-9.387	0.02	-10.386	0.01	2459522.745	3.156	2.157	-0.999	59522.74565	0.02236067977	0.02022374842	0.01044030651	0.3634001095	0.4795937217
-12.597	0.003	-9.407	0.02	-10.448	0.01	2459522.746	3.19	2.149	-1.041	59522.74586	0.02236067977	0.02022374842	0.01044030651	0.3640172193	0.4802717875
-12.449	0.003	-9.263	0.023	-10.301	0.011	2459522.746	3.186	2.148	-1.038	59522.74605	0.02549509757	0.02319482701	0.01140175425	0.3646952851	0.4808664478
-12.371	0.003	-9.202	0.023	-10.192	0.012	2459522.746	3.169	2.179	-0.99	59522.74625	0.02594224354	0.02319482701	0.01236931688	0.3652899453	0.4814896687
-12.471	0.003	-9.222	0.023	-10.322	0.011	2459522.746	3.249	2.149	-1.1	59522.74645	0.02549509757	0.02319482701	0.01140175425	0.3659131663	0.4821038486
-12.504	0.003	-9.36	0.021	-10.321	0.011	2459522.746	3.144	2.183	-0.961	59522.74668	0.02370653918	0.02121320344	0.01140175425	0.3665273461	0.4828168984
-12.641	0.003	-9.472	0.019	-10.498	0.01	2459522.747	3.169	2.143	-1.026	59522.74687	0.02147091055	0.01923538406	0.01044030651	0.3672403959	0.4834122759
-12.464	0.003	-9.293	0.022	-10.313	0.011	2459522.747	3.171	2.151	-1.02	59522.74711	0.02459674775	0.02220360331	0.01140175425	0.3678357734	0.4841444388
-12.488	0.003	-9.352	0.022	-10.357	0.011	2459522.747	3.136	2.131	-1.005	59522.74729	0.02459674775	0.02220360331	0.01140175425	0.3685679363	0.4847294016
-12.524	0.003	-9.354	0.021	-10.346	0.01	2459522.747	3.17	2.178	-0.992	59522.74748	0.0232594067	0.02121320344	0.01044030651	0.3691528992	0.4853118715
-12.589	0.003	-9.449	0.02	-10.465	0.01	2459522.747	3.14	2.124	-1.016	59522.74767	0.02236067977	0.02022374842	0.01044030651	0.3697353691	0.4858946521
-12.588	0.003	-9.452	0.02	-10.459	0.01	2459522.748	3.136	2.129	-1.007	59522.74786	0.02236067977	0.02022374842	0.01044030651	0.3703181497	0.4864802698
-12.531	0.003	-9.366	0.022	-10.379	0.01	2459522.748	3.165	2.152	-1.013	59522.74804	0.02416609195	0.02220360331	0.01044030651	0.3709037673	0.4870656072
-12.136	0.004	-8.997	0.028	-9.97	0.014	2459522.748	3.139	2.166	-0.973	59522.74823	0.03130495168	0.02828427125	0.01456021978	0.3714891048	0.4876505715
-12.583	0.003	-9.443	0.02	-10.434	0.01	2459522.748	3.14	2.149	-0.991	59522.74842	0.02236067977	0.02022374842	0.01044030651	0.3720740691	0.4882340694
-12.473	0.003	-9.308	0.022	-10.323	0.011	2459522.748	3.165	2.15	-1.015	59522.74861	0.02459674775	0.02220360331	0.01140175425	0.3726575669	0.4888182525
-12.491	0.003	-9.349	0.021	-10.363	0.01	2459522.749	3.142	2.128	-1.014	59522.74879	0.0232594067	0.02121320344	0.01044030651	0.3732417501	0.4894024677
-12.592	0.003	-9.439	0.02	-10.459	0.01	2459522.749	3.153	2.133	-1.02	59522.74902	0.02236067977	0.02022374842	0.01044030651	0.3738259652	0.4901108728
-12.574	0.003	-9.411	0.02	-10.463	0.01	2459522.749	3.163	2.111	-1.052	59522.74921	0.02236067977	0.02022374842	0.01044030651	0.3745343703	0.4907116746
-12.494	0.003	-9.353	0.021	-10.34	0.011	2459522.749	3.141	2.154	-0.987	59522.7494	0.02370653918	0.02121320344	0.01140175425	0.3751351722	0.4912937699
-12.503	0.003	-9.329	0.021	-10.36	0.011	2459522.749	3.174	2.143	-1.031	59522.74959	0.02370653918	0.02121320344	0.01140175425	0.3757172675	0.4918740562
-12.397	0.003	-9.242	0.024	-10.23	0.011	2459522.75	3.155	2.167	-0.988	59522.74981	0.02640075756	0.02418677324	0.01140175425	0.3762975537	0.4925827415
-12.11	0.004	-8.962	0.028	-9.943	0.014	2459522.75	3.148	2.167	-0.981	59522.75	0.03130495168	0.02828427125	0.01456021978	0.3770062391	0.4931654902
-12.457	0.003	-9.261	0.023	-10.292	0.011	2459522.75	3.196	2.165	-1.031	59522.75019	0.02549509757	0.02319482701	0.01140175425	0.3775889877	0.4937486454
-12.539	0.003	-9.426	0.02	-10.388	0.01	2459522.75	3.113	2.151	-0.962	59522.75037	0.02236067977	0.02022374842	0.01044030651	0.3781721429	0.4943310528
-12.53	0.003	-9.412	0.02	-10.386	0.01	2459522.75	3.118	2.144	-0.974	59522.75056	0.02236067977	0.02022374842	0.01044030651	0.3787545504	0.4949131786
-12.501	0.003	-9.37	0.022	-10.349	0.011	2459522.751	3.131	2.152	-0.979	59522.75075	0.02459674775	0.02220360331	0.01140175425	0.3793366762	0.4954966141
-12.566	0.003	-9.429	0.02	-10.458	0.01	2459522.751	3.137	2.108	-1.029	59522.75093	0.02236067977	0.02022374842	0.01044030651	0.3799201116	0.4960819515
-12.428	0.003	-9.276	0.023	-10.306	0.011	2459522.751	3.152	2.122	-1.03	59522.75112	0.02549509757	0.02319482701	0.01140175425	0.380505449	0.4966639844
-12.563	0.003	-9.43	0.02	-10.443	0.01	2459522.751	3.133	2.12	-1.013	59522.75131	0.02236067977	0.02022374842	0.01044030651	0.3810874819	0.4972457051
-12.555	0.003	-9.434	0.02	-10.408	0.01	2459522.751	3.121	2.147	-0.974	59522.7515	0.02236067977	0.02022374842	0.01044030651	0.3816692026	0.4978292334
-12.554	0.003	-9.436	0.02	-10.461	0.01	2459522.751	3.118	2.093	-1.025	59522.75168	0.02236067977	0.02022374842	0.01044030651	0.382252731	0.4984170348
-12.273	0.004	-9.115	0.026	-10.092	0.012	2459522.752	3.158	2.181	-0.977	59522.75187	0.02863564213	0.02630589288	0.01264911064	0.3828405323	0.4990009072
-12.375	0.003	-9.261	0.023	-10.244	0.011	2459522.752	3.114	2.131	-0.983	59522.7521	0.02549509757	0.02319482701	0.01140175425	0.3834244048	0.4997143317
-12.543	0.003	-9.422	0.02	-10.403	0.01	2459522.752	3.121	2.14	-0.981	59522.75233	0.02236067977	0.02022374842	0.01044030651	0.3841378292	0.5004429083
-12.354	0.003	-9.248	0.023	-10.223	0.011	2459522.752	3.106	2.131	-0.975	59522.75252	0.02549509757	0.02319482701	0.01140175425	0.3848664059	0.5010271234
-12.537	0.003	-9.392	0.021	-10.411	0.01	2459522.753	3.145	2.126	-1.019	59522.75271	0.0232594067	0.02121320344	0.01044030651	0.385450621	0.5016135208
-12.187	0.004	-9.072	0.027	-10.043	0.013	2459522.753	3.115	2.144	-0.971	59522.7529	0.02996664813	0.02729468813	0.01360147051	0.3860370183	0.5021995755
-12.302	0.003	-9.171	0.024	-10.19	0.012	2459522.753	3.131	2.112	-1.019	59522.75308	0.02683281573	0.02418677324	0.01236931688	0.386623073	0.5027798312
-12.111	0.004	-9.006	0.028	-10.001	0.013	2459522.753	3.105	2.11	-0.995	59522.75327	0.03087069808	0.02828427125	0.01360147051	0.3872033287	0.5033626118
-12.454	0.003	-9.303	0.022	-10.351	0.011	2459522.753	3.151	2.103	-1.048	59522.75346	0.02459674775	0.02220360331	0.01140175425	0.3877861093	0.5039464218
-12.364	0.003	-9.222	0.024	-10.265	0.011	2459522.753	3.142	2.099	-1.043	59522.75364	0.02640075756	0.02418677324	0.01140175425	0.3883699194	0.5045270507
-12.067	0.004	-8.917	0.03	-9.963	0.014	2459522.754	3.15	2.104	-1.046	59522.75383	0.03310589071	0.0302654919	0.01456021978	0.3889505482	0.5051141972
-12.524	0.003	-9.378	0.021	-10.395	0.01	2459522.754	3.146	2.129	-1.017	59522.75402	0.0232594067	0.02121320344	0.01044030651	0.3895376948	0.505697727
-12.584	0.003	-9.438	0.02	-10.467	0.01	2459522.754	3.146	2.117	-1.029	59522.75426	0.02236067977	0.02022374842	0.01044030651	0.3901212246	0.5064378087
